SK_ID_CURR,EXT_SOURCE_1,PAYMENT_RATE,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,AMT_ANNUITY,APPROVED_CNT_PAYMENT_MEAN,INSTAL_DPD_MEAN,AMT_CREDIT,OWN_CAR_AGE,INSTAL_AMT_PAYMENT_SUM,DAYS_EMPLOYED,DAYS_ID_PUBLISH,CODE_GENDER,AMT_GOODS_PRICE,ACTIVE_DAYS_CREDIT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,PREV_CNT_PAYMENT_MEAN,ANNUITY_INCOME_PERC,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,PREV_APP_CREDIT_PERC_MIN,DAYS_EMPLOYED_PERC,INSTAL_PAYMENT_DIFF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,POS_MONTHS_BALANCE_SIZE,INSTAL_PAYMENT_PERC_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_YIELD_GROUP_low_action_MEAN,NAME_FAMILY_STATUS_Married,CLOSED_DAYS_CREDIT_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,INCOME_CREDIT_PERC,BURO_AMT_CREDIT_SUM_DEBT_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_LAST_PHONE_CHANGE,INSTAL_AMT_PAYMENT_MIN,POS_SK_DPD_DEF_MEAN,NAME_EDUCATION_TYPE_Higher_education,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,INSTAL_DBD_SUM,POS_NAME_CONTRACT_STATUS_Active_MEAN,APPROVED_DAYS_DECISION_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,REGION_POPULATION_RELATIVE,CC_CNT_DRAWINGS_CURRENT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_AMT_CREDIT_SUM_SUM,BURO_CREDIT_TYPE_Mortgage_MEAN,DAYS_REGISTRATION,PREV_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MEAN,CLOSED_AMT_CREDIT_SUM_SUM,BURO_CREDIT_TYPE_Microloan_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,NAME_CONTRACT_TYPE_Cash_loans,REGION_RATING_CLIENT_W_CITY,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,BURO_DAYS_CREDIT_MAX,PREV_NAME_YIELD_GROUP_high_MEAN,CLOSED_DAYS_CREDIT_VAR,BURO_AMT_CREDIT_SUM_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,FLAG_DOCUMENT_3,INSTAL_PAYMENT_PERC_SUM,BURO_AMT_CREDIT_SUM_MAX,APPROVED_AMT_ANNUITY_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,POS_MONTHS_BALANCE_MEAN,CC_CNT_DRAWINGS_CURRENT_VAR,INSTAL_DAYS_ENTRY_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,INSTAL_AMT_INSTALMENT_MAX,INSTAL_DBD_MAX,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_STATUS_0_MEAN_MEAN,INSTAL_PAYMENT_DIFF_SUM,PREV_AMT_DOWN_PAYMENT_MAX,AMT_REQ_CREDIT_BUREAU_QRT,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,REFUSED_DAYS_DECISION_MAX,INSTAL_DBD_MEAN,PREV_AMT_ANNUITY_MIN,BURO_DAYS_CREDIT_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,DEF_30_CNT_SOCIAL_CIRCLE,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,DEF_60_CNT_SOCIAL_CIRCLE,PREV_DAYS_DECISION_MEAN,PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MIN,APPROVED_AMT_ANNUITY_MAX
146431,0.37736097,0.027497435,0.42303243,0.47764915,-15267.0,10.47923,3.4339871,0.108802855,1293502.5,2.7725887,14.821665,8.732143,-1656.0,1.0,1129500.0,4.0430512,,30.0,0.16181646,656.0,0.0,0.75117934,-0.40597367,-1333.3329,31148.0,10.355788,14622.6,4.634729,0.7083822,4.5217886,0.4054651,1.0,-1688.0,0.0,0.14544289,190924.2,0.22314355,0.0,-1544.0,0.27383664,0.04785602,1.0,238655.25,6.3969297,0.668332,6.3279366,12.487519,0.018029,,31148.0,14.609876,0.0,-5687.0,9.950311,0.6422222,13.586129,0.0,0.0,1.0,3.0,-763.6092,4.0430512,0.0,12.543642,12.837366,13.831435,-25.2,1.0,4.50724,13.831435,9.950311,138.0,0.0,-29.617647,,11.103979,1.3862944,13.277628,3.8918202,0.375,,-115999.97,0.0,0.0,,7.233937,,2.0649695,7.797778,-1294.875,,0.0,-535.0,8675.25,0.0,-1039.75,0.0,954621.0,-1544.0,10.709896
360159,,0.02658182,0.47278726,0.5064842,-10926.0,9.751617,,,646344.0,2.7080503,,7.3125534,-3099.0,0.0,423000.0,5.5134287,,,0.14212437,119.0,0.0,,-0.13710415,,119.0,,119.0,,,,,1.0,-501.0,,0.16046435,12276.0,,,-3.0,,,0.0,49104.0,,,,10.783653,0.018634,,119.0,11.590388,0.0,-8825.0,,,11.882252,0.0,0.0,1.0,2.0,,5.5134287,,4.7125287,11.053791,11.590388,-29.0,0.0,,11.590388,,-317.0,0.0,,,,,,,0.75,0.24101306,,,0.0,,6.0362787,,,,-445.25,,0.0,-320.25,-246.0,0.0,,,49104.0,,
296995,,0.09434629,,0.85373145,-16557.0,9.576303,2.7725887,0.0,152820.0,,12.903247,7.153052,-99.0,1.0,135000.0,,,15.0,0.20608458,,0.0,0.9099181,-0.0771275,0.0,,9.502122,,3.4965076,0.6931472,5.273,0.2876821,1.0,-1027.0,0.0,0.345184,0.0,0.0,0.0,-426.0,8.936592,0.0,0.0,,6.1717005,0.6613985,6.5792513,10.871569,0.003069,,-659.0,,0.0,-810.0,9.428393,0.67036927,11.564707,0.0,,1.0,3.0,-549.5333,6.9353704,0.0,13.568652,10.871569,,,1.0,3.4339871,11.397526,9.428393,-659.0,,-17.25,,9.710327,1.7917595,9.754831,3.295837,1.0,0.1282353,0.0,0.0,0.0,0.0,7.218177,,2.8292842,8.940596,-1652.0,,0.0,-1363.0,-1376.0,0.0,-597.0,0.0,,-879.0,9.754831
417896,0.3101655,0.032397326,0.517052,,-12606.0,10.326432,2.1202636,0.009852297,942300.0,,13.43391,8.218248,-2099.0,1.0,675000.0,,0.21072103,6.8,0.17716542,,,0.0,-0.2940663,0.0,,8.818936,,3.1354942,0.6931472,3.7612002,0.0,1.0,,8.388791,0.15455994,,0.0,0.2876821,-150.0,7.61135,0.0,0.0,,6.755769,0.6466271,7.667158,,0.00733,0.21072103,,,,-753.0,8.563329,0.6752959,,,,1.0,2.0,-1406.6732,,0.16666667,,,,,1.0,4.624973,,8.578218,,,-67.454544,0.6188493,11.86411,4.0073333,9.778869,3.218876,,,0.0,9.105091,,,,-2632.0,2.2507706,7.6278462,,12307500.0,3.0,,,1.0,-2128.8333,0.0,,-2717.0,8.971576
326343,,0.05425,0.6765428,0.60238636,-22410.0,10.439352,2.3978953,0.0,630000.0,,11.253997,0.0,-4134.0,1.0,630000.0,6.2595816,,10.0,0.11050878,-941.0,,0.9237893,-0.0,0.0,864.0,8.951529,-38.5,2.3978953,0.6931472,7.650645,0.0,0.0,-221.0,0.0,0.38136753,10606.5,0.0,0.0,0.0,8.939776,0.0,0.0,21213.0,4.2904596,0.6931472,7.78239,11.042538,0.018209,,864.0,12.100718,0.0,-5867.0,8.952826,0.6542969,12.141139,0.0,,1.0,3.0,-2238.2,5.4026775,1.0,13.87983,11.20485,11.630717,-802.5,0.0,2.3978953,11.630717,8.952826,-193.0,0.0,-74.5,,10.016057,4.26268,8.952826,2.6390574,0.6,0.4169192,0.0,0.0,0.0,,6.7569323,,2.104134,8.952826,-1359.6,,0.0,-836.4,-578.2,0.0,-2397.0,0.0,42426.0,-2397.0,8.952826
387431,,0.05,0.6985404,0.50107515,-23431.0,9.105091,3.0713696,0.0,180000.0,,13.7444935,0.0,-3918.0,1.0,180000.0,6.1202974,,18.0,0.12516315,643.0,0.0,0.8123477,-0.0,0.0,643.0,9.51046,643.0,4.304065,0.6931472,3.7376697,0.20763937,0.0,-1919.0,9.021175,0.31845373,89504.95,0.268264,0.20763937,-1626.0,8.059224,0.0,0.0,89504.95,6.650279,0.6653676,5.209486,9.799682,0.072508,,643.0,11.407576,0.0,-13507.0,9.433377,0.674035,9.799682,0.0,0.0,0.0,1.0,-1256.0289,6.1202974,0.07692308,,10.897008,11.407576,-25.0,0.0,4.248495,11.407576,9.39586,-1616.0,495.045,-39.849316,,11.369828,1.0986123,11.640199,3.295837,0.5,,0.0,9.021175,0.0,0.0,7.38461,-182.0,2.5004852,8.086757,-1186.5,,,-817.5,-486.5,,-657.61536,0.0,89504.95,-2574.0,9.938154
162386,0.84920436,0.03614715,0.2195463,0.48485148,-23283.0,9.931175,2.944439,0.04852704,568800.0,2.944439,14.230151,0.0,-4806.0,1.0,450000.0,5.9295893,0.1541507,18.0,0.14175995,-227.0,0.0,0.9023371,-0.0,-150.37633,437.0,9.031774,188.66667,3.5553482,0.703296,2.7725887,0.0,1.0,-1152.0,0.0,0.21296535,133414.08,0.2876821,0.0,-733.0,3.2962072,0.0,1.0,193596.0,7.111512,0.66329426,6.3561077,12.476117,0.020713,0.18058395,437.0,13.909035,0.0,-6552.0,9.3788805,0.64365345,13.862409,0.0,,1.0,3.0,-1516.2708,5.9295893,0.0,13.264608,12.633233,13.007035,-227.33333,0.0,5.2240925,13.017005,9.3788805,-190.0,0.0,-13.088235,0.38947538,12.52251,0.6931472,11.69538,3.4339871,0.5714286,0.41573083,-27218.115,0.0,0.0,0.0,6.3638897,,2.050007,8.952593,-1269.0,10260000.0,0.0,-428.57144,-412.0,0.0,-508.33334,0.0,580788.0,-733.0,9.676813
121531,0.74425864,0.04836162,0.6418573,0.50107515,-21929.0,10.1298065,2.5123055,0.029270383,518562.0,,13.465808,9.1638775,-2551.0,1.0,463500.0,5.549076,0.063851476,11.333333,0.17038953,398.0,5.3375382,0.0,-0.43526837,0.0,862.0,8.850829,630.0,3.7376697,0.6931472,6.401917,0.0,1.0,-614.0,9.675457,0.23137781,94309.945,0.0,0.0,-2194.0,5.4020467,0.0,0.0,188619.89,6.3350544,0.6684545,7.140453,11.68884,0.031329,0.063178904,862.0,13.345228,0.0,-8758.0,9.385575,0.5543107,13.634743,0.0,,1.0,2.0,-1765.1188,5.549076,0.0,13.396857,11.996354,12.7159,-6.5,1.0,4.624973,12.7159,9.385575,-249.0,,-51.341465,0.13936716,12.0911,2.9957323,11.922788,3.4339871,0.7777778,,0.0,9.675457,0.0,5.3375382,7.1942225,,1.8831617,9.105091,-1400.1111,4860000.0,0.0,-1036.4445,-939.44446,0.0,-2110.0,0.0,377239.78,-2875.0,9.760177
230030,,0.05,0.5558905,0.5726825,-18625.0,9.733647,2.7725887,0.0,337500.0,,13.171504,8.400209,-1953.0,1.0,337500.0,3.9512436,,15.0,0.15739217,1775.0,0.0,0.90448624,-0.2387651,0.0,1775.0,10.974295,1775.0,2.6390574,0.6931472,4.394449,0.0,0.0,-372.0,10.021315,0.25722286,43265.996,0.0,0.0,-1535.0,9.944604,0.0,0.0,216329.98,5.365976,0.5260931,5.26269,12.347049,0.030755,,1775.0,12.292328,0.0,-4551.0,9.990729,0.71233344,14.138805,0.0,0.0,0.0,2.0,-854.55554,3.9512436,0.25,13.271782,12.339413,12.292328,-18.0,0.0,2.3025851,13.279368,9.990729,841.0,0.0,-31.153847,,8.947936,1.3862944,12.715612,3.8918202,0.85714287,,0.0,10.021315,0.0,0.0,6.7776465,,3.2054527,9.944604,-1103.8572,,0.0,-754.2857,-208.42857,0.0,-527.75,0.0,216329.98,-1535.0,10.034821
126825,,0.056064792,0.6656399,0.27500036,-15579.0,10.378137,2.8332133,1.6665963,573408.0,,11.552075,0.0,-906.0,0.0,495000.0,5.0875964,,12.0,0.2812066,27505.0,0.0,0.79113925,-0.0,0.0,27505.0,8.719016,27505.0,2.8903718,0.6931472,3.6109178,0.0,1.0,,9.706621,0.1592678,34107.21,0.0,0.1541507,-161.0,8.038988,0.0,1.0,34107.21,4.89784,0.6931472,1.3862944,,0.019101,,27505.0,12.100718,0.0,-1739.0,9.2212715,0.6878266,,0.0,0.0,1.0,2.0,-1174.3529,5.0875964,0.16666667,,12.100718,12.100718,-35.0,1.0,2.8903718,12.100718,9.102705,,145892.8,-39.35294,,9.901736,0.6931472,8.906567,3.4965076,0.0,,0.0,9.706621,0.0,,,-3.0,2.177422,8.038988,-161.0,,0.0,-35.0,27505.0,0.0,-333.5,0.0,34107.21,-1828.0,9.708621
276712,0.319739,0.028929006,0.28131285,0.15193455,-14136.0,9.522118,,,472104.0,,,6.0185933,-5014.0,1.0,373500.0,4.9416423,,,0.07313428,-1811.0,0.0,,-0.029003961,,441.0,,-417.33334,,,,,1.0,-193.0,,0.32300475,144412.2,,,-4.0,,,0.0,144412.2,,,,11.937612,0.019689,,903.0,13.804096,0.0,-6041.0,,,12.630755,0.0,0.0,1.0,2.0,,4.9416423,,14.951742,12.1277075,12.506181,-144.4,1.0,,12.506181,,903.0,2666.169,,,,,,,0.2857143,,,,0.0,,7.0875735,,,,-993.5714,,0.0,-444.85715,-497.8,0.0,,,722061.0,,
350496,,0.06721984,0.4585434,,-10825.0,9.998048,2.5649493,0.20763937,327024.0,,13.332319,7.863267,-3453.0,0.0,270000.0,,,12.0,0.15085955,,,0.81314033,-0.24009238,558.72345,,10.767389,,2.6390574,0.7393149,5.6869755,0.0,1.0,,0.0,0.3455833,,0.0,0.2876821,-661.0,8.86991,0.0,0.0,,4.8598123,0.61310446,6.248043,,0.010276,,,,,-5171.0,9.981961,0.60536796,,,,1.0,2.0,-459.15384,,0.0,,,,,1.0,2.7231686,,9.981961,,,-15.307693,,8.694502,2.3025851,12.613984,3.4011974,,,7263.405,0.0,,,,-102.0,2.3838105,9.20885,,,0.0,,,0.0,-426.33334,0.0,,-661.0,10.412721
