SK_ID_CURR,EXT_SOURCE_1,PAYMENT_RATE,EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,AMT_ANNUITY,APPROVED_CNT_PAYMENT_MEAN,INSTAL_DPD_MEAN,AMT_CREDIT,OWN_CAR_AGE,INSTAL_AMT_PAYMENT_SUM,DAYS_EMPLOYED,DAYS_ID_PUBLISH,CODE_GENDER,AMT_GOODS_PRICE,ACTIVE_DAYS_CREDIT_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,PREV_CNT_PAYMENT_MEAN,ANNUITY_INCOME_PERC,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,PREV_APP_CREDIT_PERC_MIN,DAYS_EMPLOYED_PERC,INSTAL_PAYMENT_DIFF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,POS_MONTHS_BALANCE_SIZE,INSTAL_PAYMENT_PERC_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_YIELD_GROUP_low_action_MEAN,NAME_FAMILY_STATUS_Married,CLOSED_DAYS_CREDIT_MAX,APPROVED_AMT_DOWN_PAYMENT_MAX,INCOME_CREDIT_PERC,BURO_AMT_CREDIT_SUM_DEBT_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell_low_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,DAYS_LAST_PHONE_CHANGE,INSTAL_AMT_PAYMENT_MIN,POS_SK_DPD_DEF_MEAN,NAME_EDUCATION_TYPE_Higher_education,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,INSTAL_DBD_SUM,POS_NAME_CONTRACT_STATUS_Active_MEAN,APPROVED_DAYS_DECISION_MAX,CLOSED_AMT_CREDIT_SUM_MEAN,REGION_POPULATION_RELATIVE,CC_CNT_DRAWINGS_CURRENT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_AMT_CREDIT_SUM_SUM,BURO_CREDIT_TYPE_Mortgage_MEAN,DAYS_REGISTRATION,PREV_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MEAN,CLOSED_AMT_CREDIT_SUM_SUM,BURO_CREDIT_TYPE_Microloan_MEAN,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,NAME_CONTRACT_TYPE_Cash_loans,REGION_RATING_CLIENT_W_CITY,INSTAL_DAYS_ENTRY_PAYMENT_MEAN,BURO_DAYS_CREDIT_MAX,PREV_NAME_YIELD_GROUP_high_MEAN,CLOSED_DAYS_CREDIT_VAR,BURO_AMT_CREDIT_SUM_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,FLAG_DOCUMENT_3,INSTAL_PAYMENT_PERC_SUM,BURO_AMT_CREDIT_SUM_MAX,APPROVED_AMT_ANNUITY_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,POS_MONTHS_BALANCE_MEAN,CC_CNT_DRAWINGS_CURRENT_VAR,INSTAL_DAYS_ENTRY_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,INSTAL_AMT_INSTALMENT_MAX,INSTAL_DBD_MAX,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_STATUS_0_MEAN_MEAN,INSTAL_PAYMENT_DIFF_SUM,PREV_AMT_DOWN_PAYMENT_MAX,AMT_REQ_CREDIT_BUREAU_QRT,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,CLOSED_DAYS_CREDIT_UPDATE_MEAN,REFUSED_DAYS_DECISION_MAX,INSTAL_DBD_MEAN,PREV_AMT_ANNUITY_MIN,BURO_DAYS_CREDIT_MEAN,CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,DEF_30_CNT_SOCIAL_CIRCLE,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,DEF_60_CNT_SOCIAL_CIRCLE,PREV_DAYS_DECISION_MEAN,PREV_PRODUCT_COMBINATION_Cash_Street_low_MEAN,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MIN,APPROVED_AMT_ANNUITY_MAX
317321,,0.027498174,0.71287143,,-20636.0,10.570573,2.5257287,0.0,1417185.0,2.6390574,14.16254,8.980927,-4049.0,0.0,1237500.0,,,16.4,0.17600535,,,0.93576634,-0.38520062,0.0,,10.1021385,,4.1743875,0.6931472,5.811141,0.0,1.0,,9.105091,0.13355917,,0.18232155,0.18232155,-3174.0,8.637168,0.0,0.0,,5.986452,0.64513797,6.4002576,,0.072508,0.0,,,,-13045.0,10.096503,0.6891054,,,,1.0,1.0,-1355.2241,,0.2,,,,,0.0,4.0775375,,9.985517,,,-46.59375,0.0,11.272178,2.3978953,10.673573,3.2580965,,,0.0,9.105091,,,,-1447.0,2.0598545,8.849457,,6750000.0,0.0,,,0.0,-1248.0,0.0,,-2473.0,10.673573
340751,,0.0989,0.5534274,0.6894792,-12855.0,9.499459,2.014903,0.32850406,135000.0,,11.891858,7.5543346,-3927.0,0.0,135000.0,6.5971456,,6.5,0.15257803,-2.0,0.0,0.0,-0.14842474,307.17624,-2.0,8.3085785,-2.0,3.6888795,0.6649763,6.972606,0.0,0.0,-1033.0,9.7981825,0.47000363,6545.25,0.0,0.0,-1842.0,0.64185387,0.05001042,0.0,13090.5,6.25575,0.62689775,6.232448,11.547337,0.031329,0.0,-2.0,12.660331,0.0,-6869.0,8.994661,0.6511696,11.547337,0.0,0.0,1.0,2.0,-1992.6666,6.5971456,0.5,,12.251289,12.660331,-25.0,1.0,3.5553482,12.660331,8.994661,-667.0,0.0,-66.92308,0.0,11.180762,3.583519,8.66487,4.0253515,0.5,,11058.345,9.7981825,0.0,,6.590301,,2.7372494,7.9781566,-882.5,5040000.0,0.0,-376.0,-334.5,0.0,-1506.75,0.0,13090.5,-2427.0,9.7981825
375634,0.8750353,0.1029848,0.6569709,0.5937176,-11658.0,10.151109,2.5649493,0.73759896,248760.0,2.5649493,12.095251,7.2765565,-4352.0,1.0,225000.0,6.8824377,,12.0,0.119125344,27290.0,0.0,0.8792846,-0.12394922,0.0,30941.0,9.697412,29115.5,2.6390574,0.6931472,6.3062754,0.0,1.0,-394.0,9.607536,0.5955551,6993.0,0.0,0.0,-666.0,8.194612,0.0,1.0,38461.5,3.6635616,0.61310446,6.50279,11.90234,0.019101,,30941.0,13.62132,0.0,-5767.0,9.060062,0.6907441,14.204919,0.0,0.0,1.0,2.0,-1461.1818,5.9788857,0.5,12.444216,12.163347,13.339088,-19.5,1.0,2.4849067,13.339088,9.060062,-29.0,101250.0,-47.384617,,9.684958,2.944439,11.489814,2.5649493,0.8333333,0.21622758,0.0,9.607536,0.6931472,0.0,6.1968513,,1.4939251,8.194612,-972.0,,0.0,-411.75,4737.091,0.0,-1372.5,0.0,76923.0,-2079.0,9.516941
305316,0.6877133,0.0377,0.54178065,0.42236966,-17747.0,9.22818,1.7917595,0.74193734,270000.0,,11.443506,7.7240047,-1259.0,1.0,270000.0,5.3423343,,5.0,0.10229869,4.0,,1.0,-0.12740181,0.0,4.0,9.141017,4.0,2.5649493,0.6931472,3.9318256,0.0,0.0,-320.0,9.7981825,0.3001046,2236.5,0.0,0.0,-1128.0,8.624362,0.0,0.0,8946.0,4.4886365,0.60613585,5.1357985,10.945705,0.008019,,402.0,10.882913,0.0,-10927.0,9.237107,0.8237797,12.331987,0.0,,1.0,2.0,-655.7,5.3423343,0.0,14.067319,10.933458,10.882913,-23.0,0.0,2.3978953,11.368628,9.237107,402.0,0.0,-21.5,,8.788441,1.0986123,9.614193,3.295837,0.8,,0.0,9.7981825,0.0,,6.4634194,,2.2823825,8.624564,-753.4,,0.0,-516.8,-432.4,0.0,-648.5,0.0,8946.0,-1128.0,9.614193
324977,0.6307794,0.030318182,0.6715366,0.6463299,-16594.0,9.616372,1.3862944,0.0,495000.0,,12.207293,8.885994,-144.0,1.0,495000.0,4.8441873,0.3483067,25.5,0.08412344,58.0,5.6664267,0.9439305,-0.43563938,0.0,9605.0,9.029354,4200.8,2.1972246,0.6931472,2.3978953,0.0,1.0,-572.0,0.0,0.2967319,103503.21,0.0,0.25131443,-322.0,0.64185387,0.0,0.0,241507.5,4.574711,0.62860864,5.872118,12.482512,0.018209,0.8823892,9605.0,14.398423,0.0,-1560.0,9.200982,0.68611383,14.428419,0.0,6.175867,1.0,3.0,-150.29167,4.8441873,0.0,13.335329,12.621778,14.115616,-27.8,1.0,3.218876,14.115616,8.582455,462.0,0.0,-8.5,1.8203862,8.190908,1.7917595,11.585783,2.8903718,0.5833333,,0.0,0.0,0.0,0.0,7.112444,-181.0,1.609438,7.71913,-1467.3334,1350000.0,0.0,-726.8333,1259.0834,0.0,-231.57143,0.0,724522.5,-354.0,9.038767
230564,,0.05,0.50896114,0.47764915,-12767.0,9.105091,2.6026897,0.7977721,180000.0,,13.608104,6.558198,-1169.0,1.0,180000.0,5.313206,0.09844007,9.333333,0.09531018,1624.0,,0.80504495,-0.055142164,-545.4106,6784.0,9.388679,4204.0,3.0445225,0.7342535,2.1972246,0.0,1.0,-1360.0,10.224737,0.4054651,1551616.5,0.1541507,0.2876821,-2569.0,1.8633046,0.0,0.0,2327424.8,5.913503,0.64185387,5.056246,10.999614,0.008866,1.3437347,6784.0,15.68145,0.18232155,-394.0,8.833099,0.7121653,12.098214,0.0,,0.0,2.0,-816.7206,5.313206,0.0,10.836268,14.099419,15.66954,-18.0,0.0,4.3135734,15.66954,8.737361,-1240.0,0.0,-46.35,3.6092079,10.924823,0.6931472,12.32386,4.543295,0.6,,-37087.92,10.224737,0.0,,6.9408674,-908.0,1.8604255,8.283252,-1039.0,3825000.0,1.0,-626.8,889.8,1.0,-1349.3334,0.0,4654849.5,-2569.0,9.328213
232060,,0.05276504,0.7124505,,-9985.0,9.715621,2.7080503,0.0,314100.0,,12.049076,4.3307333,-2324.0,1.0,225000.0,,,14.0,0.11579587,,,1.1109368,-0.007511267,0.0,,9.410095,,2.7725887,0.6931472,5.0106354,0.0,0.0,,9.500469,0.35753417,,0.0,0.0,-572.0,9.408804,0.0,1.0,,4.762174,0.6592456,6.350886,,0.04622,,,,,-3863.0,9.410194,0.7471318,,,,1.0,1.0,-350.2857,,1.0,,,,,1.0,2.7080503,,9.410194,,,-12.0,,8.498011,1.7917595,9.410194,2.7725887,,,0.0,9.500469,,,,,2.228477,9.410194,,,0.0,,,0.0,-572.0,0.0,,-572.0,9.410194
222377,,0.044217646,0.7050524,0.60927564,-16934.0,10.435923,2.1972246,0.0,770292.0,,12.0740795,8.48797,-466.0,1.0,688500.0,4.7791233,,8.0,0.14096123,,9.024804,1.0212709,-0.28670132,0.0,,9.9946785,,2.3978953,0.6931472,6.562444,0.0,1.0,-570.0,9.384966,0.2562665,6627.9375,0.0,0.0,-1194.0,9.047262,0.0,0.0,53023.5,5.3375382,0.5877867,6.6618547,13.420593,0.006629,,1119.0,12.32386,0.0,-3139.0,9.300366,0.7121435,15.366503,0.0,0.0,1.0,2.0,-974.0,4.7791233,0.5,12.683515,13.333668,12.32386,-15.0,1.0,2.1972246,14.888805,9.300366,1119.0,171976.36,-31.7,,8.960981,3.1780539,11.493354,3.637586,0.875,0.19855629,0.0,9.384966,0.0,9.430229,6.0144134,,3.2911966,9.047262,-1235.0,,0.0,-359.125,-731.6667,0.0,-987.5,0.0,53023.5,-1194.0,9.502175
113551,,0.05,0.29552403,0.66102356,-15547.0,8.817446,1.9459101,0.0,135000.0,,10.810885,7.270313,-3942.0,1.0,135000.0,4.8675346,,6.0,0.029558802,426.0,0.0,1.0554936,-0.092365086,0.0,426.0,9.201529,426.0,1.9459101,0.6931472,6.079933,0.0,0.0,-382.0,8.452228,0.98082924,43218.0,0.0,0.0,0.0,9.024768,0.0,0.0,129654.0,4.744932,0.60613585,6.349139,11.164616,0.020246,,426.0,11.913756,0.0,-9677.0,9.024768,0.720516,11.857756,0.0,,0.0,3.0,-502.8,4.8675346,0.0,10.687594,11.480686,11.913756,-7.0,0.0,1.7917595,11.913756,9.024768,-132.0,0.0,-16.5,,7.830028,2.7080503,9.701138,3.8286414,0.6666667,,0.0,8.452228,0.0,0.0,5.3375382,,3.1696856,9.024768,-396.33334,,0.0,-140.33333,32.0,0.0,-571.0,0.0,129654.0,-571.0,9.024768
279178,,0.03317556,0.5743592,0.23661083,-12170.0,10.438826,2.1972246,1.1147417,1029658.5,,12.451659,7.8022094,-4841.0,1.0,922500.0,5.7960577,0.0759859,8.571428,0.15588252,-1472.0,0.0,0.0,-0.20090386,783.41815,1269.0,8.045257,513.1429,3.5263605,0.6237187,3.3322046,0.0,1.0,-409.0,10.2036295,0.1795403,69296.04,0.0,0.13353139,-1542.0,0.16551445,0.98082924,0.0,69296.04,6.322565,0.6466271,1.9459101,8.412055,0.01885,0.0759859,1269.0,13.778081,0.0,-5129.0,8.58694,0.6678968,8.412055,0.0,0.0,1.0,2.0,-1300.0,5.7960577,0.5714286,,11.703307,13.174008,-440.85715,1.0,4.276666,13.174008,8.565205,,9155.031,-62.575756,0.12109664,11.576848,3.583519,10.61241,4.4998097,0.125,,64240.29,10.2036295,0.0,,5.6970935,-2403.0,2.051619,7.71913,-725.0,1710000.0,1.0,-422.875,513.1429,1.0,-1624.1428,0.0,485072.28,-2561.0,8.853136
244777,0.37275106,0.05,0.5940367,0.3740208,-11312.0,9.510519,1.9459101,0.0,270000.0,,11.785819,7.441907,-322.0,0.0,270000.0,4.9904327,,6.0,0.058268905,13.0,0.0,1.0553719,-0.15072489,0.0,219.0,9.994098,116.0,2.0794415,0.6931472,5.8777356,0.0,0.0,,9.433284,0.60613585,47612.633,0.0,0.0,-517.0,9.99404,0.0,1.0,47612.633,4.4426513,0.6190392,6.249975,,0.00733,,219.0,12.56085,0.0,-11300.0,9.994109,0.7204568,,0.0,0.0,0.0,2.0,-425.0,4.9904327,0.0,,11.867706,12.146777,-43.0,0.0,1.9459101,12.146777,9.994109,,0.0,-14.0,,7.8442407,2.4849067,9.994109,3.0445225,0.0,,0.0,9.433284,0.6931472,,,,2.7080503,9.994109,-249.0,,0.0,-43.0,116.0,0.0,-517.0,0.0,95225.266,-517.0,9.994109
299867,,0.07899604,0.4879224,0.53527623,-19427.0,9.977156,3.218876,0.0,272520.0,,13.607764,5.5093884,-2935.0,1.0,225000.0,4.804021,0.0,33.6,0.0767141,910.0,,0.83472115,-0.012662789,-6984.2974,1689.0,10.024289,1313.0,3.1354942,0.9120551,3.0445225,0.11778303,1.0,,10.021315,0.688513,361914.0,0.0,0.22314355,-549.0,6.027736,0.0,1.0,361914.0,6.8543544,0.6931472,4.7184987,,0.00733,2.1202636,1689.0,13.958962,0.0,-58.0,9.7413435,0.66285217,,0.0,,1.0,2.0,-223.36111,4.804021,0.0,,12.860352,13.438999,-18.0,1.0,4.000393,13.438999,9.558494,,0.0,-8.227273,3.229486,8.992434,0.6931472,11.03462,4.317488,0.0,0.53333336,-251434.7,10.021315,0.0,,,-111.0,3.3070903,9.3942375,-126.333336,1566000.0,0.0,-18.0,1313.0,0.0,-193.875,0.11778303,1085742.0,-549.0,9.739412
